Sales Report for Hopin Express
Report for 3 Months Commencing Wednesday 1st October 2025

All Wholesalers,1414 Products Sold for Wholesaler
Alcohol,196 Products Sold in Category
Alcohol Beer,38 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="5000328037271",,"Wotsits Cheese Pm1.35",20.00%,1.35,8,10.80,1.80,6.40,2.60,28.9%
Sub Category Totals for Snacks PM,,,,,263,335.94,47.82,199.72,88.40,30.7%

Category Totals for Snacks,,,,,1286,1571.11,127.91,969.28,403.91,32.8%


Stationery,1 Products Sold in Category
Stationery,1 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="5056709013167",,"Gift Bag Medium",20.00%,1.99,1,1.99,0.33,0.50,1.16,69.8%
Sub Category Totals for Stationery,,,,,1,1.99,0.33,0.50,1.16,69.8%

Category Totals for Stationery,,,,,1,1.99,0.33,0.50,1.16,69.8%


Tobacco Sundr,27 Products Sold in Category
Tobacco Sundr,27 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="8412765508905",,"Clipper Carousel 144+20",20.00%,1.49,83,121.71,20.29,44.53,56.89,56.1%
="8412765674853",,"Clipper Gas Can",20.00%,2.09-2.25,4,8.52,1.42,3.73,3.37,47.5%
="0716165179894",,"Elements Ultra Thin Rice King ",20.00%,1.10-1.49,5,6.28,1.05,2.50,2.74,52.3%
="5060066940004",,"Gsd 40 Safety Matches",20.00%,0.49,4,1.96,0.33,0.16,1.47,90.2%
="5060963476309",,"Magnetic Grinder",20.00%,2.99,9,26.91,4.49,2.99,19.43,86.7%
="5028181122866",,"Magnum Lighter Disposable",20.00%,0.79-1.00,20,18.95,3.16,1.40,14.39,91.1%
="30107014",,"Ocb Premium Slim & Tips",20.00%,1.63-1.69,21,34.83,5.80,9.84,19.19,66.1%
="3057067336327",,"Ocb Virgin Slim & Tips",20.00%,1.63,8,13.01,2.17,3.75,7.09,65.4%
="0716165284888",,"Raw Black Connoisseur",20.00%,2.09,9,18.81,3.13,8.43,7.24,46.2%
="0716165174011",,"Raw Clas Conn Ks Pap&Tip",20.00%,1.35-1.79,12,18.96,3.16,6.40,9.40,59.5%
="0716165177357",,"Raw Classic Ks Slim Pape",20.00%,0.72-0.79,10,7.55,1.26,3.00,3.29,52.3%
="0716165296867",,"Raw Cones Triple Pack",20.00%,1.45,10,14.50,2.42,5.53,6.56,54.2%
="0716165177395",,"Raw Paper Tips",20.00%,0.46,12,5.52,0.92,1.10,3.50,76.1%
="54010321",,"Rizla Blue Papers",20.00%,0.45,6,2.70,0.45,1.49,0.76,33.8%
="50973613",,"Rizla Green Papers",20.00%,0.45,38,17.10,2.85,8.93,5.32,37.4%
="54010451",,"Rizla Ks Combi Silver",20.00%,1.40,1,1.40,0.23,0.68,0.48,41.5%
="54009677",,"Rizla Ks Silver Papers ",20.00%,1.09,7,7.63,1.27,3.64,2.72,42.8%
="54009684",,"Rizla Red King Size Cigarette ",20.00%,1.10,2,2.20,0.37,1.00,0.83,45.5%
="54010307",,"Rizla Red Regular Cigarette Pa",20.00%,0.45,5,2.25,0.38,1.24,0.63,33.8%
="5410133831153",,"Rizla Regular Green M/Pack",20.00%,2.25,16,36.00,6.00,18.47,11.53,38.4%
="54010314",,"Rizla Super Thin Silver Regula",20.00%,0.45,6,2.70,0.45,0.96,1.29,57.4%
="5011397002275",,"Sparkys Metal Smoking Pipe",20.00%,4.99-5.99,4,21.96,3.66,2.33,15.97,87.3%
="5000226000285",,"Swan Es C/Bur C/Bal Filt",20.00%,1.39,1,1.39,0.23,0.80,0.36,31.0%
="50226856",,"Swan Ex Menthol Filters",20.00%,1.17-1.19,10,11.80,1.97,4.54,5.29,53.8%
="50226894",,"Swan Ex Slim Filters",20.00%,1.10,28,30.80,5.13,10.13,15.54,60.5%
="5000226200852",,"Swan Ultra Slim Filters",20.00%,1.13-1.19,8,9.28,1.55,3.25,4.49,58.0%
="5060066942626",,"Windproof Lighter",20.00%,0.99-1.20,7,7.77,1.29,2.01,4.46,68.9%
Sub Category Totals for Tobacco Sundr,,,,,346,452.49,75.41,152.82,224.26,59.5%

Category Totals for Tobacco Sundr,,,,,346,452.49,75.41,152.82,224.26,59.5%


Tobacco,50 Products Sold in Category
Tobacco Cigars PM,1 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="5000143934816",,"Sterling Dual L/W 7.15",20.00%,7.15,30,214.50,35.75,157.32,21.43,12.0%
Sub Category Totals for Tobacco Cigars PM,,,,,30,214.50,35.75,157.32,21.43,12.0%

Tobacco Cigs,38 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="5000143902228",,"B&H Blue Ks",20.00%,14.10-14.70,22,315.00,52.50,244.30,18.20,6.9%
="5000143901412",,"B&H Blue Superkings",20.00%,14.10-14.73,19,274.20,45.70,212.53,15.97,7.0%
="5000143906912",,"B&H Silver",20.00%,16.35-16.95,7,117.45,19.57,91.28,6.60,6.7%
="5000143958638",,"B&H Sky Blue Ks",20.00%,14.73-14.75,3,44.23,7.37,34.27,2.59,7.0%
="5000143950939",,"Benson & Hedges Ks Gold",20.00%,17.75-18.40,55,986.55,164.43,757.97,64.16,7.8%
="5000431027237",,"Carlton Bright Sk",20.00%,14.50,1,14.50,2.42,11.32,0.76,6.3%
="5000431027169",,"Carlton Orig Superkings",20.00%,14.50,1,14.50,2.42,11.32,0.76,6.3%
="5000431027084",,"Carlton Original",20.00%,13.85,2,27.70,4.62,21.63,1.45,6.3%
="5060592005239",,"Chesterfield Blue Ks",20.00%,13.20,5,66.00,11.00,51.76,3.24,5.9%
="5060592005222",,"Chesterfield Red Ks",20.00%,12.60-13.20,10,130.80,21.80,102.38,6.62,6.1%
="5060592005246",,"Chesterfield Red Sk",20.00%,13.25,1,13.25,2.21,10.16,0.88,8.0%
="5000431028081",,"Jps Real Blue",20.00%,15.60,1,15.60,2.60,12.29,0.71,5.4%
="5000431027312",,"Lambert Silver",20.00%,14.95,1,14.95,2.49,11.77,0.69,5.6%
="5000393182838",,"Lucky Strike Blue Ks",20.00%,12.50-13.10,12,150.60,25.10,116.84,8.65,6.9%
="5000393182869",,"Lucky Strike Blue Sk",20.00%,12.50,1,12.50,2.08,9.70,0.72,6.9%
="5060592005260",,"Marlboro Ks Gold",20.00%,16.75-17.40,9,153.35,25.56,119.77,8.02,6.3%
="5060592005284",,"Marlboro Ks Red",20.00%,16.75-17.40,6,102.45,17.07,80.07,5.31,6.2%
="5000143923414",,"Mayfair King Size Gold",20.00%,12.50,1,12.50,2.08,9.69,0.73,7.0%
="5000143951127",,"Mayfair Ks Original Blue",20.00%,15.25,1,15.25,2.54,11.94,0.76,6.0%
="5000143969429",,"Mayfair Superking Gold",20.00%,12.50,1,12.50,2.08,9.69,0.73,7.0%
="96191262",,"Pall Mall Ks Flow Blue",20.00%,14.15-14.75,6,85.50,14.25,66.78,4.47,6.3%
="5000431000834",,"Paramount Ks Original",20.00%,13.10,2,19.05,3.17,20.48,-4.60,-29.0%
="5000431000865",,"Paramount Sk Original",20.00%,12.50,1,12.50,2.08,9.22,1.20,11.5%
="5000431026902",,"Players Real Red",20.00%,14.10-14.70,5,72.90,12.15,57.37,3.38,5.6%
="5000431026995",,"Players Real Red Sk ",20.00%,14.10-14.70,9,129.90,21.65,102.18,6.07,5.6%
="5000431026117",,"Richmond Original",20.00%,13.80-14.40,9,126.60,21.10,98.76,6.74,6.4%
="5000431026292",,"Richmond Superkings",20.00%,13.80,5,69.00,11.50,53.34,4.16,7.2%
="96184356",,"Rothmans Blue King Size",20.00%,14.15-14.75,27,386.85,64.47,303.90,18.47,5.7%
="96184394",,"Rothmans Blue Sk",20.00%,14.15-14.75,21,297.17,49.53,237.21,10.43,4.2%
="96184424",,"Royals Red",20.00%,16.90,1,16.90,2.82,13.32,0.76,5.4%
="5000143964929",,"Sovereign Dual Ks",20.00%,14.25-14.88,4,58.83,9.80,45.63,3.40,6.9%
="5000143968118",,"Sovereign Ks Blue",20.00%,13.80-14.40,15,210.00,35.00,162.69,12.30,7.0%
="5000143978735",,"Sovereign Ks Sky Blue",20.00%,13.80-14.40,5,69.60,11.60,53.90,4.10,7.1%
="5000143996821",,"Sovereign Superking Blue",20.00%,13.80,5,69.00,11.50,53.40,4.10,7.1%
="5000143949339",,"Sterling Ks Blue",20.00%,14.85-15.45,3,45.75,7.62,35.52,2.60,6.8%
="5000143973532",,"Sterling Ks Dual",20.00%,15.00-15.60,4,59.22,9.87,47.47,1.88,3.8%
="5000143944921",,"Sterling Ks Original Red",20.00%,14.85-15.50,8,122.70,20.45,95.06,7.19,7.0%
="5000143932225",,"Sterling Superkings Blue",20.00%,15.45,1,15.45,2.58,12.01,0.87,6.7%
Sub Category Totals for Tobacco Cigs,,,,,290,4360.80,726.80,3398.91,235.09,6.5%

Tobacco Hand Rolling,11 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="5000143950328",,"Amber Leaf",20.00%,45.00,1,45.00,7.50,34.96,2.54,6.8%
="5000143958621",,"Amber Leaf Pouch",20.00%,26.15-27.15,8,214.20,35.70,166.08,12.42,7.0%
="5000143952520",,"B&H Blue Ryo",20.00%,23.10,1,23.10,3.85,18.02,1.23,6.4%
="5000435010716",,"Gold Leaf",20.00%,23.10-24.10,3,70.30,11.72,55.14,3.44,5.9%
="5000435010778",,"Golden Virginia Original",20.00%,26.25-27.25,3,79.75,13.29,63.17,3.29,4.9%
="5000435010839",,"Golden Virginia Original",20.00%,45.15,1,45.15,7.53,35.82,1.80,4.8%
="5000435010860",,"Golden Virginia Yellow ",20.00%,24.55-25.55,2,50.10,8.35,39.26,2.49,6.0%
="5060592002962",,"Marlboro Gold Ryo",20.00%,22.70,6,136.20,22.70,103.03,10.47,9.2%
="5000435016152",,"Players Jps Easy Rolling",20.00%,23.10,1,23.10,3.85,18.16,1.09,5.7%
="5000143954036",,"Sterling Essential Ryo",20.00%,22.10-23.10,4,90.40,15.07,70.37,4.97,6.6%
="5000143956627",,"Sterling Ryo",20.00%,38.10,1,38.10,6.35,29.64,2.11,6.6%
Sub Category Totals for Tobacco Hand Rolling,,,,,31,815.40,135.90,633.65,45.85,6.7%

Category Totals for Tobacco,,,,,351,5390.70,898.45,4189.88,302.37,6.7%


Unclassified,5 Products Sold in Category
Unclassified,5 Products Sold in Sub Category
Barcode,Issue Number,Description,Tax,Price,Qty Sold,Sales,VAT,Cost Value,Gr Profit,GM
="8906186680055",,"Dharm Bhakti Sweet Chevda",0.00%,2.29,1,2.29,0.00,1.70,0.59,25.8%
="8906186680024",,"Dhram Bhakti Gathiya",0.00%,2.29,14,31.15,0.00,23.80,7.35,23.6%
="8906077362596",,"Jaimin Elaichi Rusk",0.00%,1.29,3,3.87,0.00,2.88,0.99,25.7%
="8906077362497",,"Jaimin Whole w khari",0.00%,1.49,7,10.29,0.00,7.88,2.42,23.5%
="8906019561827",,"Real Classic Sev",0.00%,1.59,1,1.59,0.00,1.20,0.39,24.5%
Sub Category Totals for Unclassified,,,,,26,49.19,0.00,37.45,11.74,23.9%

Category Totals for Unclassified,,,,,26,49.19,0.00,37.45,11.74,23.9%


Overall Totals of All Categories for All Wholesalers,,,,Qty Sold,Sales,VAT,Cost Value,Gr Profit
Totals,,,,355875,27755.16,3268.31,15511.62,5357.07,

Overall Totals of All Wholesalers,,,,Qty Sold,Sales,VAT,Cost Value,Gr Profit
Totals,,,,355875,27755.16,3268.31,15511.62,5357.07,

